,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-11-23,0.0191819,5.6348624,486311.444,477193.5,1055422.524,89,-24,-24,39.29,3.408,63.582,97,-22,-22,119.27,3.377,-154.387,518,-18,-18,138.53,3.303,-23.483,-630,21,21,757.45,17.766,354.984,96,-17,-17,54.67,2.397,-48.877
2015-11-20,-1.07402275,5.6156805,477663.255,485991.03,1062712.375,113,-16,-16,38.78,2.712,89.908,119,-23,-23,119.2,5.7385,65.8015,536,5,5,137.37,0.9325,939.2775,-651,-5,-5,746.53,1.6425,-11802.7325,113,-14,-14,55.37,1.792,-32.482
2015-11-19,0.16311355,6.68970325,488022.9925,477226.04,1066683.8525,129,-32,-32,39.16,4.8,-118.92,142,-28,-28,117.64,5.586,215.794,531,-19,-19,136.21,3.4675,492.4625,-646,24,24,738.74,19.692,1037.688,127,-23,-23,54.88,3.749,4.111
2015-11-18,-0.7723418,6.5265897,476887.657,487478.6,1073587.297,161,-32,-32,38.43,6.4,149.76,170,-12,-12,115.76,2.238,634.602,550,12,12,134.79,2.106,1086.254,-670,-17,-17,727.58,9.1885,-9819.4285,150,-9,-9,53.85,1.3455,225.3945
2015-11-17,0.2492645,7.2989315,485558.485,476226.37,1070383.845,193,-26,-26,36.5,3.757,177.313,182,-29,-29,114.92,7.598,-75.318,538,-20,-20,134.22,4.3,65.08,-653,25,25,729.29,25.2,2356.53,159,-21,-21,53.89,3.36,-30.96
2015-11-16,-0.6482705,7.049667,477836.32,485176.8,1079554.75,219,-19,-19,36.75,2.793,119.467,211,-7,-7,111.38,1.855,379.665,558,6,6,131.79,1.005,1092.435,-678,-24,-24,715.6,19.704,-8162.184,180,-16,-16,52.96,2.328,87.912
2015-11-13,0.75842015,7.6979375,475754.315,476877.18,1069020.195,238,-38,-38,37.39,4.807,-179.967,218,-24,-24,115.2,3.804,-753.124,552,-8,-8,132.95,1.476,-714.276,-654,-4,-4,729.17,2.232,9295.948,196,-17,-17,53.17,2.6095,-64.3795
2015-11-12,0.1077201,6.93951735,470153.8135,475150.0,1069544.6735,276,-30,-30,37.36,3.855,-59.775,242,-27,-27,116.26,5.6835,-96.0135,560,-8,-8,134.7,1.48,-1112.84,-650,-9,-9,731.0,5.7465,2665.1535,213,-23,-23,54.52,3.864,-319.324
2015-11-11,-0.5303263,6.83179725,468290.3425,469506.86,1070202.5125,306,-52,-52,38.16,6.474,-95.034,269,-36,-36,116.37,7.218,-199.158,568,-33,-33,136.09,5.973,-241.113,-641,5,5,732.46,3.5225,-4562.5025,236,-43,-43,56.12,6.8155,-205.4555
2015-11-10,-0.335615,7.36212355,461993.7955,467962.4,1076153.5555,358,-49,-49,37.89,6.37,13.64,305,-21,-21,116.9,3.948,-1240.018,601,-12,-12,135.36,3.12,93.64,-646,-15,-15,724.4,12.96,-2236.09,279,-37,-37,55.53,5.772,12.678
2015-11-09,0.3434481,7.69773855,457581.9255,460756.2,1073626.7755,407,-46,-46,38.04,5.658,-99.798,326,-30,-30,120.96,4.785,-167.525,613,-20,-20,137.92,3.68,-1812.5,-631,-7,-7,730.2,3.64,5568.41,316,-36,-36,55.92,5.346,-54.106
2015-11-06,-0.1979623,7.35429045,450943.8745,456456.0,1074953.1445,453,-41,-41,38.1,5.2685,-85.9485,356,-22,-22,121.08,4.961,48.399,633,-5,-5,138.6,1.1875,-1045.7575,-624,-7,-7,731.5,4.2035,-1568.6935,352,-45,-45,55.77,5.9625,672.3775
2015-11-05,-0.33994455,7.55225275,451162.4675,450082.99,1076620.7875,494,-51,-51,38.27,6.324,-29.654,378,-35,-35,121.85,7.35,-420.84,638,-33,-33,141.61,5.5275,-1116.3075,-617,8,8,729.47,5.28,-1953.54,397,-32,-32,53.78,4.544,120.896
2015-11-04,-0.42294765,7.8921973,442082.623,451250.0,1082740.723,545,-37,-37,38.33,4.366,36.004,413,-36,-36,122.56,8.622,-244.392,671,-31,-31,142.55,7.595,-154.575,-625,-11,-11,722.0,6.5615,-3727.0715,429,-32,-32,54.37,4.592,-139.442
2015-11-03,0.0953113,8.31514495,441923.0195,441380.04,1085177.6495,582,-52,-52,38.31,7.332,-208.132,449,-30,-30,120.79,5.625,606.785,702,-20,-20,140.02,2.95,1050.07,-614,7,7,718.86,6.2195,-635.1695,461,-31,-31,53.56,4.2005,139.5595
2015-11-02,-0.4501242,8.21983365,436528.3465,441568.26,1088439.3865,634,-34,-34,37.87,4.114,525.846,479,-24,-24,120.8,4.524,831.396,722,-16,-16,140.5,2.744,213.356,-621,-12,-12,711.06,5.97,-6399.27,492,-20,-20,53.45,2.89,327.43
2015-10-30,0.264437,8.66995785,431889.4685,435879.57,1083703.2985,668,-30,-30,37.72,3.735,36.945,503,-34,-34,120.99,7.514,-509.964,738,-6,-6,140.44,1.14,-348.66,-609,-2,-2,715.73,1.025,3717.585,512,-8,-8,53.75,1.376,-251.536
2015-10-29,-0.2445792,8.40552085,433167.0385,431273.5,1087952.1485,698,-47,-47,37.47,6.674,116.616,537,-34,-34,118.7,8.908,648.332,744,-35,-35,140.36,10.0275,-234.7975,-607,5,5,710.5,2.975,-2400.515,520,-43,-43,54.5,9.1375,-575.4275
2015-10-28,0.37852735,8.65010005,420479.3505,432885.96,1089940.4405,745,-17,-17,37.06,2.21,348.11,571,-6,-6,117.58,1.365,2711.935,779,41,41,137.92,17.425,2293.745,-612,-19,-19,707.33,10.5165,-2762.0765,563,0,0,52.86,0.0,1193.56
2015-10-27,-0.2208392,8.2715727,438210.057,419476.34,1083373.957,762,-74,-74,36.67,8.954,146.846,577,-37,-37,115.4,9.6385,-426.4085,738,-60,-60,143.51,11.37,-4300.77,-593,31,31,707.38,30.8295,2680.5405,563,-50,-50,52.71,7.1,-308.6
2015-10-26,-1.0559837,8.4924119,405395.529,437767.2,1091931.639,836,15,15,36.98,2.3175,-234.4475,614,18,18,118.08,4.41,-2319.61,798,31,31,144.75,5.8745,-822.0045,-624,-69,-69,701.55,105.225,-6862.995,613,15,15,53.23,2.04,-320.78
2015-10-23,-3.2150641,9.5483956,433083.686,403762.5,1081331.456,821,-88,-88,36.5,12.98,860.52,596,-87,-87,118.77,14.79,2403.38,767,-86,-86,144.61,23.435,473.815,-555,114,114,727.5,90.003,-36587.493,598,-66,-66,53.0,8.943,699.137
2015-10-22,-0.15522515,12.7634597,428929.787,432642.3,1131039.807,909,2,2,36.03,0.28,172.17,683,-19,-19,114.33,3.686,1195.564,853,-11,-11,141.74,2.948,2710.082,-669,-15,-15,646.7,12.105,-6092.175,664,5,5,52.18,0.8425,462.1075
2015-10-21,0.4238548,12.91868485,425507.0985,427814.1,1121639.6885,907,-18,-18,36.54,2.241,-379.221,702,-25,-25,114.0,6.6875,-7.95749999999,864,15,15,140.25,3.4575,244.3125,-654,-16,-16,654.15,18.016,5060.084,659,-5,-5,52.99,0.65,-678.67
2015-10-20,0.4274917,12.49483005,421715.9905,423657.52,1116169.4205,925,-60,-60,36.11,7.92,68.13,727,-43,-43,111.34,7.826,1458.484,849,-6,-6,142.49,1.077,-7325.877,-638,0,0,664.04,0.0,10093.16,664,-40,-40,52.86,5.7,-18.98
2015-10-19,-0.24415445,12.06733835,415464.3135,421832.84,1123812.3435,985,-21,-21,35.69,2.7825,438.5775,770,-14,-14,110.8,2.429,525.511,855,-22,-22,149.85,4.334,-1016.564,-638,-14,-14,661.18,6.839,-2509.319,704,3,3,52.36,0.42,120.25
2015-10-16,-0.0690268,12.3114928,415640.688,414404.64,1121923.088,1006,-53,-53,35.69,7.6585,199.3715,784,-37,-37,111.78,6.6785,-652.5185,877,-39,-39,150.45,9.087,268.053,-624,10,10,664.11,5.335,-316.075,701,-43,-43,53.34,8.729,-189.099
2015-10-15,-0.2952013,12.3805196,406831.076,415054.44,1128293.916,1059,-9,-9,35.12,1.26,560.64,821,-24,-24,110.93,4.752,1367.178,916,-40,-40,150.91,7.26,102.02,-634,-13,-13,654.66,8.151,-6670.371,744,-15,-15,51.83,2.13,1688.52
2015-10-14,-0.1283582,12.6757209,407373.859,405643.41,1125484.159,1068,-14,-14,35.64,1.897,-621.197,845,-20,-20,111.29,3.77,-1348.87,956,-16,-16,149.6,2.88,369.64,-621,11,11,653.21,9.163,688.767,759,3,3,51.07,0.432,-371.922
2015-10-13,-0.52917775,12.8040791,407957.381,406470.8,1133823.591,1082,3,3,35.76,0.348,-389.178,865,10,10,110.82,1.655,170.495,972,0,0,150.78,0.0,-1477.44,-632,3,3,643.15,1.7235,-3549.3235,756,22,22,50.85,2.871,-46.331
2015-10-12,-0.39339325,13.33325685,409714.9085,407727.15,1136240.8685,1079,0,0,36.08,0.0,-258.96,855,-4,-4,112.73,0.958,-443.118,972,0,0,152.4,0.0,-1215.0,-635,4,4,642.09,2.534,-1939.554,734,29,29,51.36,4.4805,-77.3005
2015-10-09,-0.0414656,13.7266501,410864.061,408960.0,1139573.291,1079,-27,-27,35.94,3.6855,231.8045,859,-17,-17,111.64,3.383,2283.577,972,-29,-29,152.46,8.3085,103.8315,-639,0,0,640.0,0.0,-2843.55,705,-2,-2,51.82,0.309,-190.319
2015-10-08,0.37638155,13.7681157,401748.427,409829.04,1136275.357,1106,-39,-39,35.39,5.226,508.744,876,-32,-32,110.06,6.976,-1151.296,1001,-27,-27,149.69,5.2245,2176.1655,-639,-22,-22,641.36,22.506,2000.294,707,-9,-9,51.09,1.332,229.908
2015-10-07,0.36794435,13.39173415,396772.1215,400581.08,1129672.3815,1145,-41,-41,35.2,5.494,739.606,908,-49,-49,110.47,9.751,-532.151,1028,-42,-42,150.04,7.686,1391.914,-617,3,3,649.24,2.208,1886.752,716,-25,-25,51.48,3.3375,193.3225
2015-10-06,-0.2842145,13.0237898,393303.968,396080.8,1134329.898,1186,0,0,35.13,0.0,-521.84,957,-21,-21,110.63,4.515,499.545,1070,-20,-20,149.06,6.07,-283.87,-620,0,0,638.84,0.0,-2461.4,741,12,12,51.05,1.8,-74.58
2015-10-05,-0.2266576,13.3080043,397106.123,391840.0,1138951.443,1186,-25,-25,35.04,4.45,799.42,978,2,2,110.08,0.546,391.254,1090,1,1,145.82,0.3015,4859.8585,-620,32,32,632.0,41.936,-9232.016,729,25,25,50.4,5.2125,914.9075
2015-10-02,-0.68030455,13.5346619,410023.749,395894.4,1148197.539,1211,91,91,33.18,13.65,1163.54,976,37,37,108.01,7.9735,830.9165,1089,71,71,141.05,21.584,1236.866,-652,20,20,607.2,14.24,-10116.68,704,72,72,48.51,10.008,82.312
2015-10-01,-0.44801955,14.21496645,416897.7445,408824.64,1144111.9045,1120,49,49,34.32,6.762,-667.072,939,44,44,109.07,10.582,-632.542,1018,35,35,145.31,7.0875,-1423.8275,-672,18,18,608.37,9.027,-1936.767,632,71,71,49.42,10.437,180.013
2015-09-30,-0.5189016,14.662986,428090.61,416263.2,1150176.46,1071,40,40,34.08,5.64,612.65,895,60,60,110.17,22.95,1020.25,983,40,40,143.69,7.02,2401.68,-690,25,25,603.28,20.975,-9509.225,561,59,59,49.81,8.791,285.629
2015-09-29,-0.2592192,15.1818876,438313.776,427055.2,1150167.226,1031,78,78,33.36,11.505,370.745,835,31,31,112.83,6.4015,-2840.7915,943,59,59,141.99,14.4845,-30.3645,-715,1,1,597.28,1.361,-60.951,502,76,76,49.05,14.25,-30.83
2015-09-28,0.61778755,15.4411068,437267.598,437003.44,1143348.868,953,75,75,34.13,10.95,-1016.19,804,47,47,113.85,10.9745,-1795.6345,884,58,58,144.42,10.846,-2516.446,-716,-24,-24,610.34,24.924,12165.236,426,52,52,50.63,7.41,-659.09
2015-09-25,1.0438201,14.82331925,444009.5625,435800.84,1135915.5925,878,32,32,34.7,3.984,-96.584,757,-14,-14,116.44,3.591,-202.961,826,12,12,145.55,3.072,817.508,-692,27,27,629.77,22.842,9440.328,374,43,43,50.17,6.45,479.91
2015-09-24,-0.19127025,13.77949915,449310.8015,443364.16,1144381.0315,846,55,55,34.56,6.6825,-323.6325,771,14,14,113.25,2.394,536.866,814,43,43,142.6,8.213,647.867,-719,2,2,616.64,1.093,-2463.013,331,52,52,49.66,7.02,-310.79
2015-09-23,0.01696595,13.9707694,452502.124,448498.05,1139931.204,791,40,40,35.1,4.78,-85.88,757,15,15,113.63,2.745,690.245,771,27,27,144.21,4.4415,-592.1715,-721,-1,-1,622.05,0.706,236.584,279,44,44,50.4,5.698,-79.118
2015-09-22,0.578864,13.95380345,455234.2645,451440.0,1136434.8345,751,44,44,35.19,5.852,-464.492,742,3,3,113.38,0.5565,-1338.0865,744,20,20,144.62,4.06,-1492.06,-720,-5,-5,627.0,3.1375,9134.6625,235,42,42,49.95,5.754,-51.384
2015-09-21,-0.1715717,13.37493945,454685.4245,453596.0,1134492.9945,707,33,33,35.96,4.356,-46.966,739,3,3,113.67,0.6645,1299.3155,724,31,31,145.39,6.82,1392.18,-715,-3,-3,634.4,2.247,-4412.647,193,43,43,50.82,5.8695,52.4005
2015-09-18,0.6372497,13.54651115,461425.2615,453394.48,1130096.6315,674,36,36,35.86,4.86,-430.26,736,18,18,112.21,4.293,-319.433,693,21,21,146.05,4.599,-2476.299,-712,10,10,636.79,8.94,9770.96,150,41,41,50.7,7.421,-172.471
2015-09-17,-0.71638185,12.90926145,462099.9645,460484.38,1132782.0345,638,16,16,36.63,2.24,-80.56,718,-1,-1,115.66,0.155,-1788.725,672,12,12,148.1,2.01,-179.73,-722,5,5,637.79,1.9075,-5007.1975,109,31,31,52.61,4.526,-107.606
2015-09-16,0.03005075,13.6256433,466173.663,461986.69,1136627.203,622,21,21,36.15,2.9295,227.2105,719,0,0,116.25,0.0,93.47,660,10,10,147.84,2.085,575.615,-727,15,15,635.47,12.69,-628.32,78,32,32,52.26,5.168,32.532
2015-09-15,-0.66054365,13.59559255,473589.0355,465011.4,1142218.4055,601,28,28,35.75,3.878,351.122,719,5,5,115.93,1.0075,693.3225,650,20,20,146.6,3.96,1199.04,-742,14,14,626.7,5.901,-8884.141,46,36,36,51.18,4.5,35.22
2015-09-14,0.13788135,14.2561362,472701.612,473029.2,1140701.602,573,30,30,35.92,3.78,-237.51,714,-6,-6,116.58,1.335,798.285,630,21,21,147.37,4.0215,-1087.6215,-756,4,4,625.7,2.072,1910.888,10,38,38,51.08,4.788,-5.228
2015-09-11,-0.13943215,14.11825485,481816.1785,472438.28,1145760.2685,543,20,20,35.66,2.6,55.7,720,6,6,111.79,1.614,1183.866,609,18,18,145.91,4.185,713.565,-760,19,19,619.75,13.9935,-3342.7935,-28,38,38,51.01,6.099,-4.659
2015-09-10,-0.4245222,14.257687,482561.46,480941.86,1149037.28,523,46,46,35.61,7.728,156.412,714,55,55,110.27,17.1875,1704.0925,591,42,42,145.85,12.999,633.051,-779,-13,-13,613.1,12.298,-6730.128,-66,31,31,50.56,6.0295,-8.6495
2015-09-09,-0.1579309,14.6822092,490052.452,480937.32,1140163.652,477,4,4,36.5,0.548,-321.298,659,3,3,113.76,0.636,-1428.426,549,4,4,148.74,0.736,-1203.596,-766,22,22,621.22,15.609,1326.111,-97,30,30,52.4,4.29,47.9
2015-09-08,-0.70157675,14.8401401,489930.151,489169.92,1150143.111,473,17,17,35.82,2.2185,528.8115,656,21,21,111.75,4.137,1938.023,545,28,28,145.86,5.712,1857.658,-788,14,14,612.49,7.154,-11172.694,-127,34,34,51.4,5.406,-167.566
2015-09-04,0.217211,15.54171685,506792.9885,489431.93,1155891.6285,456,28,28,35.04,3.64,-298.4,635,43,43,108.97,10.191,-648.491,517,25,25,144.57,5.325,-1542.435,-802,0,0,600.0,0.0,4451.1,-161,34,34,51.13,5.304,210.336
2015-09-03,0.61903085,15.32450585,486768.4085,504966.2,1144590.4085,428,51,51,35.61,6.7575,83.3225,592,53,53,112.49,13.8065,-1187.9965,492,53,53,146.05,10.335,787.825,-802,-19,-19,617.0,15.7985,6522.9215,-195,22,22,51.96,3.344,-15.764
2015-09-02,-1.00588445,14.705475,530850.22,485419.74,1153892.98,377,2,2,35.33,0.301,292.599,539,13,13,110.23,4.238,2453.312,439,5,5,144.74,1.2825,1028.8475,-783,74,74,605.59,76.812,-13612.662,-217,42,42,51.81,8.631,-220.941
2015-09-01,1.1555344,15.71135945,491409.7545,529794.12,1152818.9645,375,64,64,35.3,8.32,-528.68,526,96,96,110.15,21.744,-2422.224,434,86,86,144.91,17.802,-2022.662,-857,-98,-98,602.36,98.588,15878.412,-259,-6,-6,52.4,0.882,650.498
2015-08-31,0.8978311,14.55582505,537606.0105,489744.75,1138595.6905,311,-4,-4,36.44,0.502,-62.982,430,0,0,112.03,0.0,-227.9,348,13,13,147.38,1.963,-25.483,-759,65,65,627.54,46.54,9344.73,-253,42,42,53.13,5.754,-50.054
2015-08-28,0.5467021,13.65799395,487731.5495,537105.23,1134625.4295,315,37,37,36.45,5.143,-39.063,430,57,57,112.17,14.877,186.973,335,55,55,147.75,14.6025,-158.7525,-824,-88,-88,632.82,103.796,5432.204,-295,-3,-3,53.09,0.4905,45.6595
2015-08-27,-0.6553846,13.11129185,549842.3185,486129.88,1129868.4785,278,-29,-29,36.17,4.6835,294.8265,373,-48,-48,112.23,16.416,1310.294,280,-20,-20,148.5,6.84,544.36,-736,133,133,639.4,230.489,-8280.869,-292,75,75,53.19,15.4875,-422.4575
2015-08-26,-3.50931515,13.76667645,503476.2345,549261.62,1153862.6845,307,54,54,35.36,10.449,322.371,421,81,81,107.08,38.9205,2195.4895,300,64,64,144.09,27.168,1494.512,-869,-84,-84,610.35,161.028,-38245.308,-367,-16,-16,51.41,3.896,-860.216
2015-08-25,0.13126,17.2759916,567549.556,501202.05,1145982.846,253,-26,-26,35.68,5.772,-60.732,340,-73,-73,111.11,68.62,725.45,236,-1,-1,146.94,0.372,-589.262,-785,164,164,614.91,417.79,1359.76,-351,104,104,52.7,38.636,-122.616
2015-08-24,1.529956,17.1447316,535362.936,566131.15,1187760.756,279,41,41,33.87,6.806,-342.496,413,94,94,94.87,38.822,-105.482,237,43,43,143.47,13.9535,-1057.6735,-949,-150,-150,573.0,222.9,15558.73,-455,-51,-51,49.13,8.8485,1246.4815
2015-08-21,2.46893135,15.6147756,529612.956,533161.82,1134011.856,238,-4,-4,37.13,0.562,-306.722,319,4,4,110.43,0.944,-2189.974,194,9,9,151.5,1.5345,-730.2345,-799,-28,-28,639.78,30.926,27217.324,-404,0,0,54.4,0.0,698.92
2015-08-20,1.0263754,13.14584425,523721.8625,527995.78,1124521.9125,242,-12,-12,38.01,1.5,-221.56,315,-1,-1,114.08,0.192,-744.522,185,7,7,152.74,1.491,-229.891,-771,-10,-10,655.46,7.405,10786.165,-404,-1,-1,56.03,0.148,673.562
2015-08-19,-0.4411192,12.11946885,528180.2285,522716.14,1124394.4485,254,-16,-16,38.69,2.68,-165.44,316,-6,-6,116.1,1.029,-474.269,178,2,2,155.15,0.327,-367.067,-761,0,0,656.6,0.0,-3629.97,-403,16,16,57.18,2.016,225.554
2015-08-18,0.34981885,12.56058805,517788.8405,527869.63,1121164.6305,270,-19,-19,39.11,2.755,56.755,322,0,0,116.43,0.0,-212.52,176,5,5,155.51,0.9975,-49.7975,-761,-12,-12,661.9,7.284,3612.216,-419,15,15,57.67,2.145,91.535
2015-08-17,-0.2361228,12.2107692,532996.712,516750.64,1125420.862,289,-27,-27,38.36,3.2535,38.0465,322,-18,-18,116.04,3.87,383.97,171,-1,-1,155.2,0.1815,95.0285,-749,23,23,656.8,10.58,-2811.97,-434,39,39,57.16,4.953,-66.303
2015-08-14,-0.02881255,12.446892,515149.11,532713.86,1126291.77,316,-8,-8,38.62,0.992,27.928,340,15,15,114.32,2.895,284.955,172,11,11,155.0,2.0735,115.6565,-772,-35,-35,655.01,25.97,-593.61,-473,15,15,57.18,2.325,-123.055
2015-08-13,0.1750625,12.47570455,534155.3155,513749.48,1122788.2555,324,-50,-50,38.94,7.1,-111.52,325,-28,-28,116.04,10.906,-17.756,161,-9,-9,156.06,2.0565,-178.4465,-737,21,21,659.32,15.4455,2281.6645,-488,58,58,57.03,11.397,-223.317
2015-08-12,0.1940486,12.30064205,504846.2205,533703.88,1120321.8805,374,-10,-10,39.05,1.445,-203.365,353,32,32,112.53,10.96,637.51,170,12,12,154.26,1.878,123.622,-758,-53,-53,663.08,59.9695,986.6905,-546,-3,-3,56.94,0.4515,396.0285
2015-08-11,-2.3867001,12.10659345,535505.3445,503285.43,1114928.9245,384,-59,-59,40.19,7.316,-427.036,321,-28,-28,117.81,7.644,-2060.954,158,0,0,155.96,0.0,-195.92,-705,76,76,669.2,53.922,-21819.892,-543,66,66,58.01,8.679,636.801
2015-08-10,0.2674648,14.49329355,521343.2955,534914.22,1140734.5055,443,-20,-20,40.24,2.58,215.06,349,17,17,116.53,3.1875,1445.4425,158,22,22,156.77,4.301,216.939,-781,-26,-26,639.48,19.461,1315.389,-609,25,25,58.26,3.9625,-518.1825
2015-08-07,0.56123945,14.22582875,540140.8575,520259.77,1138364.9575,463,-46,-46,40.14,7.015,-66.285,332,10,10,114.58,2.19,132.79,136,18,18,155.89,3.024,-158.484,-755,17,17,640.23,12.8605,5600.6895,-634,72,72,58.18,11.016,103.684
2015-08-06,0.07273215,13.6645893,518940.913,539466.92,1134346.533,509,-32,-32,40.95,4.0,-302.04,322,22,22,115.97,8.074,-107.554,118,34,34,157.13,6.902,-167.162,-772,-25,-25,645.0,20.875,858.825,-706,31,31,58.82,4.1075,445.2525
2015-08-05,-1.1133808,13.59185715,555633.9115,517283.29,1142830.3215,541,-93,-93,40.94,13.02,70.84,300,23,23,112.95,7.4175,259.4525,84,27,27,159.1,5.3325,-20.6325,-747,56,56,634.33,27.02,-11165.41,-737,132,132,58.94,17.028,-278.058
2015-08-04,0.0056251,14.70523795,525969.4195,555344.79,1147805.7695,634,-38,-38,40.94,4.845,-248.045,277,41,41,117.42,14.4525,-1025.2325,57,33,33,158.4,9.8175,-62.8575,-803,-47,-47,628.42,22.842,1419.908,-869,22,22,58.37,2.992,-27.522
2015-08-03,-0.5005902,14.69961285,566973.1285,524987.46,1151273.4685,672,-124,-124,40.92,14.632,15.248,236,7,7,121.5,1.3055,-677.6655,24,34,34,161.7,5.831,-74.691,-756,41,41,625.34,19.2905,-4241.8205,-891,158,158,58.62,19.513,-26.973
2015-07-31,0.55287775,15.20020305,520194.6005,566494.57,1147063.0705,796,-45,-45,41.05,6.705,-19.025,229,32,32,122.6,4.576,-256.966,-10,36,36,161.4,6.57,-32.71,-797,-84,-84,631.38,63.714,5397.706,-1049,17,17,58.79,2.3375,439.7725
2015-07-30,-0.00241270000001,14.6473253,570759.143,519179.18,1148500.983,841,-198,-198,40.26,24.651,426.999,197,0,0,122.32,0.0,-122.14,-46,50,50,160.5,10.275,25.205,-713,46,46,630.0,29.233,-411.033,-1066,263,263,58.73,35.768,56.842
2015-07-29,-0.39350075,14.649738,512806.06,570445.44,1149456.13,1039,-39,-39,40.5,5.7915,-55.7915,197,34,34,123.15,5.712,-74.722,-96,44,44,160.0,8.118,-105.758,-759,-111,-111,628.8,63.936,-2958.006,-1329,30,30,58.56,4.08,-740.73
2015-07-28,-0.0756473,15.04323875,571602.5975,511894.79,1147213.4275,1078,-312,-312,40.0,47.424,979.776,163,10,10,123.38,1.745,91.585,-140,101,101,159.91,18.079,-240.119,-648,46,46,632.83,36.34,-772.08,-1359,407,407,58.45,59.015,-815.635
2015-07-27,-0.14247145,15.11888605,510270.0205,571544.4,1155656.1305,1390,68,68,39.04,10.03,425.33,153,57,57,123.09,10.944,-195.264,-241,79,79,159.0,17.854,205.276,-694,-149,-149,621.0,205.9925,-3155.2325,-1766,-12,-12,57.9,2.064,1295.176
2015-07-24,1.26485765,15.2613575,564730.555,508941.6,1137591.975,1322,-402,-402,40.11,47.436,-1346.396,96,45,45,125.32,9.0675,-79.6275,-320,209,209,161.29,51.414,674.146,-545,-34,-34,647.0,41.871,11343.009,-1754,585,585,59.7,94.185,2057.445
2015-07-23,0.8760465,13.99649985,491588.7985,563710.11,1131073.0685,1724,-386,-386,40.37,60.409,-182.889,51,50,50,126.2,13.775,-65.835,-529,176,176,160.27,47.256,-763.196,-511,-195,-195,661.27,210.99,8733.18,-2339,481,481,60.29,84.175,1039.205
2015-07-22,-0.1368101,13.12045335,557843.5835,490284.29,1133349.3935,2110,-1605,-1605,39.29,198.2175,955.9825,1,24,24,121.99,5.52,199.19,-705,683,683,162.73,216.1695,1933.6505,-316,-280,-280,660.89,289.8,-621.4,-2820,2328,2328,59.12,292.164,-3835.524
2015-07-21,0.38690505,13.25726345,428109.2345,557449.43,1132561.2145,3715,819,819,39.97,89.271,-1835.911,-23,47,47,132.85,10.0345,-16.3345,-1388,-357,-357,164.34,64.974,10853.066,-36,-422,-422,655.21,377.057,-3646.957,-5148,-1078,-1078,58.8,143.913,-1484.813
2015-07-20,-0.88810815,12.8703584,329555.144,427281.59,1128776.214,2896,760,760,40.06,94.62,140.34,-70,50,50,130.97,8.275,-247.275,-1031,-243,-243,172.79,53.703,-717.673,386,-256,-256,659.24,402.816,-7732.716,-4070,-1009,-1009,58.96,128.6475,-323.7575
2015-07-17,6.2298611,13.75846655,293816.4955,328869.97,1140040.7255,2136,387,387,40.2,44.892,-823.752,-120,63,63,129.08,10.143,-179.253,-788,-86,-86,170.33,16.899,-1264.399,642,-79,-79,649.0,69.836,65150.374,-3061,-457,-457,58.53,67.179,-584.359
2015-07-16,0.6920543,7.52860545,296555.3145,293115.96,1078297.7845,1749,150,150,40.36,18.75,314.04,-183,86,86,127.74,15.351,-403.741,-702,9,9,169.47,1.4715,-1743.8715,721,-11,-11,565.12,6.4405,14200.6895,-2604,-77,-77,57.9,10.934,-5446.574
2015-07-15,-0.2903494,6.83655115,299176.4715,295776.98,1069202.3615,1599,150,150,40.42,20.775,-585.915,-269,94,94,125.72,15.651,-351.481,-711,-4,-4,168.48,0.66,55.7,732,-8,-8,560.13,8.456,-660.376,-2527,-138,-138,56.26,19.872,-1361.422
2015-07-14,1.10774005,7.12690055,300120.7655,297818.46,1071823.2355,1449,148,148,40.05,18.204,736.446,-363,87,87,126.04,14.964,-29.874,-707,-8,-8,169.43,1.748,543.042,740,17,17,546.76,14.2035,10749.2265,-2389,-124,-124,55.37,16.43,-921.44
2015-07-13,0.70197225,6.0191605,317165.375,298312.17,1062621.155,1301,145,145,39.72,16.53,665.63,-450,142,142,125.03,32.944,-1352.444,-699,39,39,167.93,7.566,-1744.356,723,67,67,532.88,30.1835,11657.2265,-2265,-41,-41,55.04,6.314,-2206.334
2015-07-10,-0.0362139,5.31718825,345862.9825,315764.76,1054939.4225,1156,179,179,39.29,21.659,466.991,-592,143,143,121.94,48.906,-2216.636,-738,64,64,165.66,12.192,-2415.832,656,82,82,526.29,22.222,5716.958,-2224,24,24,54.55,3.06,-1913.62
2015-07-09,0.0807731,5.35340215,367708.5915,344664.75,1049268.5015,977,138,138,39.27,19.113,75.217,-735,94,94,123.85,19.27,1697.91,-802,63,63,165.34,13.419,-704.139,574,61,61,523.12,26.291,1799.919,-2248,13,13,53.84,1.976,-2061.176
2015-07-08,0.32483705,5.27262905,383769.3205,366718.33,1048132.6905,839,123,123,39.48,16.2975,-850.7275,-829,74,74,124.48,16.206,2659.814,-865,40,40,164.0,10.24,1621.36,513,76,76,521.05,49.4,-3949.15,-2261,-86,-86,53.81,17.286,3767.074
